@relation DATOS_HORNO_ENTRENA

@attribute CODBOB numeric
@attribute CLASACERO {B011F97,B100F55,K011F57,B102G33,B100F33,B085G99,C107G55,D071F55,B085F97,B102G55,B012F53,B105F55,B011B99,D094B33,C115G55,D012G99,C116G55,D012F55,B120G55,C114G55,K011B55,B025F55,B016F35,B013B55,B103G55,B103G33,D032F55,D031B33,B101F55,D094G55,B012F55,B081B99,B014F53,B012B97,X100G99,K021H53,B044H53,N013H53,B042H53,B023H53,K022H53,N017B97,B013C55,B032H53,K021H43,B100B95}
@attribute ANCHO numeric
@attribute ESPESOR numeric
@attribute LARGO numeric
@attribute PESO numeric
@attribute VELMED numeric
@attribute TMPP1 numeric
@attribute TMPP2 numeric
@attribute TMPP2CNG numeric
@attribute THC1 numeric
@attribute THC3 numeric
@attribute THC5 numeric

@data
23553068,B100F55,820,1.47,743,9336,80,284,827,825,867,897,917
23553069,B100F55,820,1.47,568,9130,80,284,824,825,866,896,914
23553070,B100F55,820,1.47,374,9160,80,283,825,825,866,896,915
23563001,B100F55,950,1.19,2111,18820,97,282,817,825,865,895,918
23563002,B105F55,950,1.19,2006,17910,100,287,826,825,867,897,920
23563003,B100F55,1000,1.17,1718,15860,100,282,825,825,869,899,923
23563004,B100F55,1000,1.17,1723,15880,100,282,828,825,872,902,925
23563005,B100F55,1000,1.17,1733,15960,101,284,824,825,868,898,919
23563006,B100F55,1000,1.17,1720,15860,103,282,825,825,868,898,920
23563007,B100F55,1000,1.17,1721,15830,103,284,826,825,869,899,920
23563008,B100F55,1000,1.17,1670,15370,103,283,826,825,869,899,919
23563009,B100F55,1000,1.17,1689,15580,103,281,821,825,870,900,922
23563010,C114G55,1210,1.17,2142,23940,104,280,837,825,866,895,919
23563011,C114G55,1210,1.17,2194,24480,93,275,834,825,841,877,897
23563012,C114G55,1210,1.17,2156,24090,92,272,823,825,837,867,889
23563013,C114G55,1077,1.17,2178,21670,96,266,827,825,852,881,901
23563014,C114G55,1077,1.17,2153,21490,100,274,833,825,860,890,905
23563015,C114G55,1077,1.17,2185,21710,101,271,827,825,862,892,907
23563016,C114G55,1077,1.17,2190,21800,102,277,831,825,864,894,909
23563017,C114G55,1077,1.17,2177,21600,102,271,829,825,860,890,905
23563018,C114G55,1120,0.87,2302,17520,108,266,829,825,831,864,881
23563019,B100F55,1150,0.67,2863,17470,116,266,819,825,822,853,872
23563020,B100F55,1150,0.67,2981,18180,123,267,827,825,829,859,877
23563021,B100F55,1150,0.67,2996,18290,128,264,823,825,829,859,878
23563022,B100F55,1300,0.67,2550,17700,127,272,824,825,829,859,879
23563024,B100F55,1300,0.67,1039,17250,132,266,822,825,829,859,880
23563025,B100F55,1300,0.67,1716,17260,132,267,829,825,831,861,883
23563026,B100F55,1300,0.67,2471,17120,132,269,825,825,831,861,881
23563027,B100F55,1350,0.67,3065,21960,130,271,830,831,835,865,885
23563028,B105F55,1390,0.86,2188,20420,100,262,849,850,846,876,896
23563029,B105F55,1390,0.86,2273,21110,100,263,849,850,846,876,896
23563030,B105F55,1390,0.86,2085,19390,100,273,852,850,845,875,896
23563031,B105F55,1390,0.86,1896,17620,100,272,849,850,845,875,894
23563032,B105F55,1390,0.86,2282,21300,100,271,851,846,845,875,894
23563033,D031B33,1325,1.17,1364,16850,87,252,814,825,844,874,893
23563034,B105F55,1295,1.17,1712,20650,85,275,832,825,848,878,898
23563035,B100F55,1340,1.17,1755,21780,87,275,821,825,844,874,893
23563036,B100F55,1340,1.17,1743,21620,87,275,826,825,846,876,896
23563037,B105F55,1445,1.27,1416,20550,84,272,823,825,850,880,900
23563038,B105F55,1445,1.27,1428,20730,84,279,826,825,850,880,901
23563039,B105F55,1445,1.27,1327,19290,84,278,828,825,850,880,899
23563040,B105F55,1500,1.47,1323,22870,76,267,821,825,850,880,899
23563041,B100F55,1505,1.47,1429,24810,74,265,825,825,851,881,903
23563042,B100F55,1505,1.47,1373,23820,74,263,823,825,852,882,904
23563043,B100F55,1505,1.47,1386,24060,74,268,826,825,852,882,904
23563044,B100F55,1510,1.47,1148,20070,74,272,828,825,848,881,902
23563045,B105F55,1525,1.47,1205,21220,74,266,821,825,846,881,901
23563046,B100F55,1525,1.47,1330,23400,74,264,824,825,847,882,905
23563047,B100F55,1525,1.47,1352,23750,74,264,833,825,847,882,903
23563048,B100F55,1350,1.97,1059,22070,55,261,820,825,845,877,893
23563049,B100F55,1350,1.97,1133,23540,55,264,824,825,851,881,901
23563050,B100F55,1350,1.97,1160,24200,55,264,826,825,851,885,906
23563051,B100F55,1350,1.97,1094,22800,59,266,826,825,849,889,918
23563052,B100F55,1350,1.97,1154,23980,60,254,821,825,850,890,921
23563053,B100F55,1350,1.97,1149,23710,54,266,844,825,847,887,915
23563054,B100F55,1350,1.97,1132,23570,60,253,816,825,849,889,918
23563055,B100F55,1350,1.97,1145,24010,60,254,824,825,852,892,924
23563056,B100F55,1350,1.97,1141,23700,60,253,825,825,852,892,924
23563057,B100F55,1205,1.95,884,16090,48,277,857,825,848,888,915
23563058,B013B55,1165,2,1053,18980,63,276,800,825,850,890,920
23563059,B100F55,1000,1.49,1728,20190,76,273,830,825,862,894,917
23563060,B100F55,1000,1.49,1711,19870,80,283,823,825,865,895,915
23563061,B100F55,1000,1.49,1691,19760,80,276,825,825,866,896,917
23563062,B100F55,820,1.47,1075,10160,80,281,826,825,867,896,916
23563063,B105F55,820,1.47,965,9030,80,281,826,825,866,896,915
23563064,B100F55,820,1.47,851,8040,80,280,826,825,862,896,915
23563065,B105F55,820,1.47,988,9260,80,285,826,825,864,894,913
23563066,B105F55,820,1.47,975,9110,56,285,821,825,818,851,867
23563067,B100F55,1000,1.49,1722,20000,47,274,824,825,808,839,860
23563068,K021H43,1000,1.25,1727,16940,56,240,777,780,782,811,833
23563069,B012F53,1000,1.25,1477,14490,74,235,766,780,798,828,853
23563070,B025F55,1104,0.861,1472,10960,95,233,782,780,804,834,859
23563071,K021H53,935,0.8,2947,17260,107,250,792,780,811,841,865
23563072,K021H53,935,0.8,2872,16860,126,252,776,776,815,845,871
23563073,K021H53,935,0.8,3008,17600,130,244,771,770,815,845,870
23563074,K021H53,935,0.8,3052,17920,130,243,772,770,815,845,870
23573001,K021H53,935,0.8,2940,17230,128,250,774,770,815,845,870
23573002,K021H53,935,0.8,3009,17690,132,251,769,770,816,846,871
23573003,K021H53,935,0.8,2951,17340,132,249,768,770,817,847,874
23573004,B011F97,1000,0.8,3122,19540,132,237,773,777,817,847,874
23573005,B025F55,1000,0.8,2326,14530,135,235,784,798,824,854,888
23573006,K011F57,1185,0.5,4982,23420,140,234,808,802,811,842,862
23573007,K011F57,1185,0.5,2550,11980,138,231,804,800,805,835,850
23573010,K011F57,1220,0.5,2010,9910,93,236,805,800,801,827,838
23573011,K011F57,1220,0.5,1905,9250,129,232,806,800,800,827,839
23573012,K011F57,1220,0.5,1870,9140,130,231,801,800,796,826,842
23573013,K011F57,1220,0.5,1957,9440,130,230,800,800,796,826,842
23573014,K011F57,1220,0.5,1432,7020,130,234,803,800,795,825,841
23573015,K011F57,1220,0.5,2349,11320,85,237,805,800,791,819,833
23573017,K011F57,1220,0.5,2450,11890,80,236,804,800,790,818,828
23573018,K011F57,1220,0.5,2348,11530,113,233,808,800,791,820,831
23573019,K011F57,1220,0.5,2500,12110,125,230,796,800,787,817,834
23573020,K011F57,1220,0.5,2429,11910,125,229,800,800,790,819,837
23573022,B100F55,1230,0.5,900,4550,121,252,769,825,768,800,820
23573023,B100F55,1230,0.5,1546,7890,78,255,776,825,772,807,827
23573024,B100F55,1230,0.5,1569,7840,111,247,794,825,774,810,830
23573025,B100F55,1230,0.5,2460,12050,113,242,824,815,802,832,853
23573026,B100F55,1230,0.5,2227,11120,115,240,814,811,800,830,850
23573027,X100G99,1250,0.6,3215,19160,124,245,800,800,787,817,833
23573028,X100G99,1250,0.6,3120,18760,125,244,800,800,787,817,834
23573029,C107G55,1250,0.6,2696,16080,125,236,794,800,788,818,838
23573030,X100G99,1250,0.6,2586,15530,127,246,800,795,784,814,832
23573031,X100G99,1250,0.6,3073,18410,127,241,793,801,783,813,830
23573032,B013C55,1336,0.5,2375,12550,123,226,818,819,802,832,854
23573033,B013C55,1336,0.5,2291,12090,129,226,815,814,803,833,853
23573034,B100F55,1205,0.6,1925,11180,126,242,818,825,812,842,862
23573035,B100F55,1205,0.6,1773,10250,125,245,821,825,813,843,863
23573036,B100F55,1205,0.6,1925,11150,125,244,825,825,817,847,870
23573037,B100F55,1205,0.6,1859,10750,125,245,827,825,817,847,870
23573038,B100F55,1205,0.6,1925,11140,125,244,825,825,817,847,869
23573039,B100F55,1205,0.6,1722,9940,125,244,825,825,817,847,869
23573040,B100F55,1150,0.67,3331,20460,118,248,824,825,822,852,874
23573041,B100F55,1150,0.67,3443,21120,125,248,821,825,824,854,878
23573042,B100F55,1150,0.67,3046,18690,999,268,839,825,829,859,883
23573043,B100F55,1150,0.67,3394,20830,134,250,820,828,829,859,879
23573044,B105F55,1180,0.7,3462,22290,121,255,848,850,842,872,896
23573045,B105F55,1180,0.7,3365,21630,125,261,850,850,844,874,898
23573046,C114G55,1120,0.87,2890,21900,121,247,830,829,840,870,890
23573048,B100F55,1210,0.8,3109,23540,125,251,822,825,841,871,892
23573049,B100F55,1210,0.8,3007,22720,125,248,827,825,848,878,901
23573050,B100F55,1230,0.87,2716,22980,124,245,812,825,859,888,854
23573051,B100F55,1230,0.87,2570,21670,115,250,817,825,865,895,820
23573052,B102G33,1230,0.87,1683,14140,115,244,817,825,865,895,820
23573053,B100F55,1230,0.87,2540,21490,115,245,811,825,865,895,820
23573054,B100F55,1230,0.87,2723,23030,113,246,817,825,865,895,820
23573055,B100F55,1230,0.87,2530,21310,112,248,820,820,865,895,820
23573056,K011F57,1197,1,2429,22690,111,254,790,781,861,889,826
23573057,D012F55,1150,0.97,1657,14500,107,250,790,750,836,856,864
23573058,D012F55,1150,0.97,2019,17770,112,246,771,750,820,846,867
23573059,D012F55,1150,0.97,2015,17720,100,236,759,750,795,825,850
23573060,D012F55,1150,0.97,2006,17620,100,234,757,750,795,825,850
23573061,D012F55,1150,0.97,1998,17570,105,238,751,750,795,825,850
23583001,D012F55,1150,0.97,1953,17120,94,235,778,780,800,831,857
23583002,K011F57,1197,1,2386,22260,94,241,778,775,806,836,861
23583003,B102G55,1185,0.97,2340,21170,95,245,784,775,805,835,860
23583004,B102G55,1185,0.97,2207,20000,95,248,802,819,812,842,873
23583005,B100F55,1245,1.12,1125,12430,81,250,824,825,820,850,884
23583006,B100F55,1245,1.12,1100,12120,80,250,829,825,820,850,884
23583007,B100F55,1245,1.12,1750,19350,80,255,826,819,822,852,884
23583008,B102G55,1175,1.2,1815,20020,85,250,800,800,819,849,879
23583009,B102G55,1175,1.2,1818,20110,85,250,794,800,820,850,880
23583010,B102G55,1175,1.2,1971,21750,85,253,790,777,818,848,876
23583011,B102G55,1150,1.17,1503,16070,85,246,788,804,817,847,875
23583012,B100F55,1000,1.17,1043,10160,83,251,816,825,825,855,890
23583013,B100F55,1000,1.17,1613,14970,80,244,818,825,825,855,890
23583014,B100F55,1000,1.17,1636,15170,80,244,820,825,825,855,890
23583015,K011B55,1025,1.17,1622,15460,80,246,812,825,828,858,893
23583016,B100F55,1230,0.87,2751,23170,94,240,827,825,826,856,887
23583017,B100F55,1230,0.87,2736,23080,105,239,825,825,827,857,889
23583018,B100F55,1230,0.87,2606,21870,105,239,825,825,826,856,888
23583019,B100F55,1230,0.87,2743,23130,105,239,823,825,828,858,890
23583020,B100F55,1230,0.87,2750,23170,105,239,825,825,828,858,891
23583021,B100F55,1230,0.87,2759,23240,105,243,827,825,828,858,891
23583022,B100F55,1210,0.8,3018,22790,105,246,828,825,824,854,883
23583023,B100F55,1210,0.8,3028,22850,105,246,825,825,822,852,879
23583024,B100F55,1210,0.8,3013,22730,105,250,824,825,822,852,879
23583025,B100F55,1210,0.8,3003,23010,105,246,824,823,822,852,879
23583026,B120G55,1028,0.8,3065,19680,120,252,805,800,820,850,875
23583027,B120G55,1028,0.8,3013,19370,125,249,798,800,822,852,878
23583028,B120G55,1028,0.8,2807,18030,125,252,799,800,823,853,880
23583029,B120G55,1028,0.8,3003,19300,126,251,800,800,823,853,881
23583030,B120G55,1028,0.8,3052,19520,127,250,798,800,823,853,881
23583031,B100B95,1028,0.8,2864,18340,130,241,796,800,827,857,888
23583032,B100B95,1028,0.8,2891,18500,130,244,799,800,828,858,891
23583033,B100B95,1028,0.8,2844,18180,130,242,801,800,829,859,892
23593006,B120G55,1070,0.7,3110,18130,84,231,800,800,788,818,841
23593007,B120G55,1070,0.7,3088,18010,98,232,800,800,797,827,844
23593008,B120G55,1070,0.7,2886,17000,106,248,809,815,807,837,854
23593009,B100F55,1062,0.7,3329,19330,112,243,827,822,820,850,871
23593010,B102G55,970,0.7,2853,15300,120,235,803,800,816,846,862
23593011,B102G55,970,0.7,2830,15110,125,237,799,800,816,846,862
23593012,B102G55,970,0.7,2682,14390,125,239,798,800,817,847,864
23593013,B102G55,920,0.7,3369,17020,125,238,801,800,817,847,863
23593014,B102G55,920,0.7,3402,17190,125,241,799,800,816,846,862
23593015,K011B55,850,0.7,2538,11890,114,244,802,800,817,847,864
23593016,K011B55,850,0.7,3419,16000,129,243,793,800,820,850,869
23593017,K011F57,910,0.75,3245,17300,130,239,798,800,832,862,884
23593018,K011F57,910,0.75,3246,17320,130,242,799,800,833,863,887
23593019,B102G55,920,0.7,3458,17440,130,244,808,800,828,858,877
23593020,B102G55,920,0.7,3403,17220,135,244,799,800,826,856,871
23593021,B102G55,920,0.7,3302,16680,135,243,800,800,826,856,872
23593022,B102G55,920,0.7,3385,17070,109,246,809,800,819,849,865
23593023,B103G55,920,0.7,3144,15860,120,248,802,803,806,836,851
23593024,B100F55,950,0.67,1871,9490,107,246,821,825,816,847,863
23593025,B100F55,950,0.67,1894,9610,120,245,819,825,820,850,870
23593026,B100F55,950,0.67,1857,9410,120,244,823,825,822,852,874
23593027,B100F55,950,0.67,3592,18160,124,244,823,825,823,853,876
23593028,B100F55,950,0.67,1812,9190,125,246,823,825,824,854,879
23593029,B105F55,950,0.67,3617,18270,125,244,824,825,825,855,880
23593030,B105F55,950,0.67,3333,16850,128,246,821,825,825,855,880
23593031,B100F55,1000,0.67,3430,18320,135,249,823,825,834,864,888
23593032,B100F55,1150,0.67,3436,21070,135,256,826,825,834,864,888
23593033,C114G55,940,0.67,1908,9510,134,243,834,825,822,852,870
23603001,C114G55,940,0.67,1251,6430,79,247,839,825,821,851,869
23603002,C114G55,940,0.67,3602,18360,99,245,835,825,815,845,860
23603003,C114G55,940,0.67,1800,8940,120,238,823,825,816,846,862
23603004,C114G55,940,0.67,1766,8760,120,239,823,825,816,846,862
23603005,C114G55,940,0.67,1790,8850,120,242,824,825,818,848,865
23603006,C114G55,940,0.67,1723,8540,120,242,824,825,818,848,865
23603007,C114G55,940,0.67,1790,8880,125,238,822,825,819,849,869
23603008,C114G55,940,0.67,1821,9030,125,239,825,825,820,850,869
23603009,C114G55,940,0.67,1790,8890,125,240,825,825,820,850,870
23603010,C114G55,940,0.67,1808,8960,125,240,824,825,820,850,870
23603011,C114G55,940,0.67,1790,8860,125,240,825,825,820,850,870
23603012,C114G55,940,0.67,1746,8640,125,241,826,825,820,850,870
23603013,C114G55,940,0.67,1790,8900,125,240,823,825,820,850,870
23603014,C114G55,940,0.67,1757,8720,125,241,824,825,820,850,870
23603015,C114G55,940,0.67,1700,8560,125,241,815,779,814,844,860
23603016,C114G55,940,0.67,1755,8700,125,240,808,778,812,842,858
23603017,B102G33,1050,0.65,3681,19960,130,245,778,777,795,825,840
23603018,B102G55,1115,0.6,1838,9680,130,250,789,800,795,825,844
23603022,B102G55,1115,0.6,3645,19170,95,254,817,800,801,831,847
23603023,B102G55,1115,0.6,3983,20970,126,246,808,800,805,835,850
23603024,B102G55,1115,0.6,3975,20910,130,242,801,800,805,835,850
23603025,B102G55,1115,0.6,3772,19910,125,250,799,800,800,829,846
23603026,K011F57,940,0.8,2956,17350,113,235,794,800,818,847,865
23603028,B100F55,790,0.77,1505,7280,101,244,818,825,826,856,880
23603029,B105F55,790,0.77,2793,13440,109,247,826,825,829,859,882
23603030,B105F55,790,0.77,2750,13310,118,244,782,825,798,832,857
23603031,B105F55,790,0.77,2774,13360,125,248,823,825,842,872,897
23603032,B105F55,790,0.77,2777,13390,130,251,824,822,849,879,903
23603033,B102G55,750,0.8,2821,13280,127,249,802,800,832,862,885
23603034,B102G33,750,0.8,2973,14030,125,248,800,800,829,859,881
23603035,B102G55,750,0.8,2892,13580,125,251,802,802,833,863,884
23603036,C107G55,790,0.8,2230,11360,104,248,820,825,818,849,868
23603037,C107G55,790,0.8,2952,14930,81,242,822,825,806,836,860
23603038,B102G33,885,0.8,2470,13730,108,247,797,800,811,841,859
23603039,B102G33,1050,0.65,3680,20130,114,243,773,775,761,798,822
23603040,B100B95,1170,0.8,2950,21510,101,245,796,800,799,831,852
23603041,B100B95,1170,0.8,2993,21780,120,243,805,800,829,858,878
23603042,B100B95,1170,0.8,2967,21600,130,245,800,800,834,864,883
23603043,B100B95,1170,0.8,2946,21430,130,244,804,800,840,871,888
23603044,B100B95,1010,1,1808,14210,118,243,801,800,852,883,898
23603045,B100B95,1010,1,2283,17940,118,246,799,803,855,884,902
23603046,B120G55,1085,1,1985,16770,102,256,820,825,848,878,899
23603047,B100F55,1085,1,2400,20140,105,255,824,825,852,882,903
23603048,B100F55,1090,1,1525,12840,105,257,824,825,852,882,904
23603049,B105F55,1090,1,2409,20480,105,258,824,817,851,879,899
23603050,B100B95,1000,1.2,1870,17480,100,253,793,800,851,871,891
23603051,B100B95,1000,1.2,1911,17870,95,249,797,800,852,872,895
23603052,K011F57,968,1.2,2004,18150,95,248,796,800,860,880,905
23603053,K011F57,968,1.2,1996,18000,95,253,801,800,864,884,908
23603054,K011F57,968,1.2,2013,18210,95,248,799,800,864,884,908
23603055,K011F57,968,1.2,1996,18000,95,247,799,800,864,884,908
23603056,K011F57,968,1.2,1949,17720,95,250,801,800,864,884,908
23603057,B102G55,870,1,2039,13830,96,253,821,800,857,877,895
23603058,B102G55,870,1,2073,14140,107,254,804,800,855,875,890
23603059,B102G55,870,1,2038,13860,108,258,803,800,855,875,890
23603060,B102G55,870,1,2067,14120,108,257,804,800,855,875,890
23603061,B102G55,870,1,2055,13960,108,256,804,800,855,875,890
23603062,B103G55,870,1,1533,10500,108,257,801,800,855,875,890
23603063,B102G55,870,1,2359,16050,108,256,797,792,842,868,883
23603064,B102G55,870,1,2263,15450,86,251,791,790,811,841,856
23603065,B025F55,1104,0.861,1327,9830,34,252,818,820,781,811,830
23603066,B100F55,1000,1.17,1726,15890,61,274,826,825,812,841,860
23603067,B100F55,1000,1.17,1718,15760,79,278,830,825,842,872,888
23613001,B100F55,1000,1.17,1721,15830,86,277,825,825,845,875,890
23613002,B100F55,1000,1.17,1721,15820,85,276,825,825,845,875,890
23613003,B100F55,1000,1.17,1747,16110,85,275,820,825,846,876,893
23613004,B100F55,1000,1.17,1701,15640,85,277,828,825,847,877,895
23613005,B100F55,1000,1.17,1746,16110,85,278,825,825,846,876,892
23613006,B100F55,1000,1.17,1687,15410,85,277,825,825,846,876,891
23613007,B100F55,1000,1.17,1750,16110,85,278,824,825,846,876,891
23613008,B100F55,1000,1.17,1737,15850,85,277,825,825,846,876,891
23613009,B100F55,1000,1.17,1735,15990,85,277,825,825,845,875,891
23613010,B100F55,1000,1.17,1677,15390,83,278,830,825,845,875,890
23613011,B100F55,820,1.47,758,8470,70,276,826,825,845,875,890
23613012,B100F55,820,1.47,921,8510,70,285,825,825,846,876,892
23613013,B105F55,1000,1.49,1654,19280,70,278,822,825,847,877,894
23613014,B100F55,820,1.47,878,8130,70,283,827,825,847,877,894
23613016,B105F55,820,1.47,941,8700,73,284,825,825,850,880,900
23613017,B105F55,820,1.47,927,8690,73,286,824,825,850,880,899
23613018,B105F55,820,1.47,987,9120,73,279,827,825,850,880,900
23613019,C114G55,820,1.77,1368,15580,65,283,823,825,848,878,897
23613020,C114G55,820,1.77,1309,14780,65,281,824,825,851,881,901
23613021,C114G55,820,1.77,1406,16010,65,279,810,791,843,873,891
23613022,D032F55,920,1.47,850,8900,65,282,787,775,834,864,879
23613023,D032F55,920,1.47,816,8710,75,281,782,775,834,864,879
23613024,D032F55,920,1.47,850,8910,78,281,771,775,831,861,878
23613025,D032F55,920,1.47,832,8880,78,281,771,775,831,861,878
23613026,D032F55,920,1.47,850,8900,80,278,771,775,835,865,885
23613027,D032F55,920,1.47,829,8800,80,279,772,775,835,865,885
23613028,D032F55,920,1.47,850,8880,80,282,775,775,836,866,888
23613029,D032F55,920,1.47,850,9020,80,283,776,775,836,866,888
23613030,D032F55,920,1.47,850,8910,80,279,768,775,836,866,887
23613031,D032F55,920,1.47,818,8710,81,279,765,775,836,866,887
23613032,D032F55,920,1.47,850,8910,83,278,775,775,847,877,901
23613033,D032F55,920,1.47,819,8710,85,277,775,775,847,877,901
23613034,D032F55,920,1.47,850,8910,86,280,777,775,860,890,912
23613035,D032F55,920,1.47,797,8480,90,280,774,775,860,890,912
23613036,C114G55,1077,1.17,2146,21410,81,268,832,825,839,870,889
23613037,C114G55,1077,1.17,2054,20600,94,268,834,825,855,885,900
23613038,B105F55,1295,1.17,1525,18150,100,281,823,825,868,898,914
23613039,B105F55,1295,1.17,1919,23040,100,278,826,825,868,898,914
23613040,B100F55,1295,1.17,1932,23010,100,279,824,825,868,898,913
23613041,B105F55,1295,1.17,1931,23160,100,277,825,825,868,898,915
23613042,B100F55,1295,1.17,1994,23720,100,277,823,825,868,898,914
23613043,B105F55,1295,1.17,1707,20460,100,279,825,825,869,899,917
23613044,B100F55,1385,1.17,1620,20630,100,268,816,825,864,895,915
23613045,B100F55,1340,1.17,1715,21240,100,277,826,825,866,896,918
23613046,B100F55,1340,1.17,1717,21140,100,278,824,825,866,896,917
23613047,B105F55,1390,0.86,2190,20390,111,275,850,850,858,889,912
23613048,B105F55,1390,0.86,2189,20240,120,275,852,850,866,896,917
23613049,B105F55,1390,0.86,2097,19510,120,276,849,850,866,896,916
23613050,B105F55,1390,0.86,2166,20060,120,270,850,850,866,896,917
23613051,B105F55,1390,0.86,2270,21150,120,270,850,850,867,897,918
23613052,B105F55,1390,0.86,2190,20250,120,275,852,850,866,896,916
23613053,B105F55,1390,0.86,2187,20350,120,275,850,850,866,896,915
23613054,B105F55,1390,0.86,2168,20050,120,275,849,850,866,896,915
23613055,B105F55,1390,0.86,2176,20640,120,270,848,850,866,896,916
23613056,B105F55,1390,0.86,2246,20780,120,270,849,850,867,897,917
23613057,B105F55,1390,0.86,2148,20301,120,282,850,850,867,897,917
23613058,B105F55,1390,0.86,2123,20065,120,275,848,850,862,895,917
23613059,B105F55,1333,0.65,3661,25850,124,270,849,850,841,871,892
23613060,B105F55,1333,0.65,3595,25300,125,273,850,850,841,871,892
23613061,B105F55,1333,0.65,3399,24060,125,274,850,850,842,872,892
23613062,B105F55,1333,0.65,3719,26090,125,269,849,847,841,871,892
23613063,B100F55,1350,0.67,3152,22710,135,266,823,825,825,858,877
23613064,B100F55,1300,0.67,3164,22830,128,265,818,825,821,852,873
23613065,B100F55,1300,0.67,2320,16040,127,264,827,825,828,858,881
23613067,B100F55,1300,0.67,1452,16070,135,266,823,825,830,860,883
23613068,B100F55,1300,0.67,2157,14800,135,266,827,825,834,864,887
23613069,B105F55,1205,0.77,3330,24370,135,266,817,825,842,872,896
23613070,B105F55,1205,0.77,2627,19100,135,269,816,825,843,873,898
23613071,B105F55,1205,0.77,2964,21720,135,272,816,825,843,873,898
23613072,B105F55,1205,0.77,2980,21710,135,271,815,825,843,873,898
23613073,B105F55,1205,0.77,3367,24640,135,268,820,839,848,878,903
23613074,B105F55,1333,0.65,3644,25640,129,276,852,850,846,876,899
23613075,B105F55,1333,0.65,3735,26340,130,273,849,850,844,874,898
23613076,B105F55,1333,0.65,3168,22250,130,274,850,850,844,874,897
23613077,B105F55,1333,0.65,3695,26050,130,270,850,849,843,873,896
23613078,B105F55,1333,0.65,3572,25150,130,274,846,844,841,871,892
23623001,B105F55,1301,0.7,2524,18000,130,273,812,801,817,847,864
23623003,B102G33,1050,0.65,3657,19770,99,266,807,775,794,824,840
23623004,B102G33,1050,0.65,3760,20110,124,267,788,796,795,825,840
23623005,B100F55,950,0.67,3668,18530,123,266,822,824,821,851,875
23623006,B100F55,950,0.67,1850,9240,125,271,822,825,823,853,876
23623007,B100F55,950,0.67,1963,9930,125,271,824,825,823,853,876
23623008,B105F55,950,0.67,2552,12800,125,273,828,828,823,853,876
23623009,B100F55,950,0.67,2925,14710,125,270,832,830,830,860,883
23623010,B105F55,950,0.67,3635,18300,125,277,832,830,830,860,881
23623011,C114G55,940,0.67,1800,8920,125,274,834,826,826,856,873
23623012,C114G55,940,0.67,1755,8590,125,273,833,826,826,856,872
23623013,B100F55,790,0.77,2946,14260,125,275,815,825,829,859,879
23623014,B100F55,790,0.77,2929,14000,125,279,828,825,840,870,893
23623015,B100F55,790,0.77,2553,12370,125,281,825,825,840,870,891
23623016,B105F55,790,0.77,2780,13310,125,290,827,825,839,869,888
23623017,B105F55,790,0.77,2815,13600,125,290,825,825,838,868,886
23623018,B105F55,790,0.77,2852,13650,125,290,824,825,838,868,886
23623019,B105F55,790,0.77,2832,13660,125,291,825,825,838,868,886
23623020,B105F55,790,0.77,2838,13580,125,291,824,825,838,868,886
23623021,B105F55,790,0.77,3060,14750,125,291,824,825,838,868,886
23623022,B100F55,790,0.77,2667,12790,125,272,821,825,841,871,891
23623023,B105F55,790,0.77,2720,13120,125,291,829,825,839,870,889
23623024,B105F55,950,0.67,3658,18430,125,268,825,825,828,858,877
23623025,B100F55,1000,0.67,2658,14420,120,272,816,825,820,850,866
23623026,B100F55,1000,0.67,3256,17568,124,270,830,825,829,859,878
23623027,B100F55,1000,0.67,2675,14250,125,271,825,825,829,859,878
23623028,B100F55,1150,0.67,2953,17920,117,267,823,825,820,851,871
23623029,B100F55,1150,0.67,2808,17800,125,266,822,825,823,853,875
23623030,B100F55,1150,0.67,2900,17610,125,264,824,825,824,854,877
23623031,B100F55,1150,0.67,3068,18880,125,258,825,825,824,854,878
23623033,B100F55,1300,0.67,2544,17670,122,263,825,825,823,853,874
23623035,B102G55,1485,0.67,1813,22330,112,267,830,825,821,851,871
23623036,B102G55,1485,0.67,776,6010,125,264,825,825,826,854,869
23623037,B105F55,1390,0.86,2156,20030,111,263,845,850,842,882,898
23623038,B105F55,1390,0.86,2117,19600,115,266,849,850,857,893,912
23623039,B100F55,1295,1.17,1509,18090,101,278,836,835,868,898,914
23623040,B105F55,1200,1.2,2078,23080,88,275,851,850,870,900,918
23623041,B100F55,1075,1.47,1628,20180,85,282,828,831,874,904,923
23623042,B100F55,1075,1.47,1603,19720,85,286,824,825,875,905,924
23623043,B100F55,1075,1.47,1617,19980,85,284,825,825,875,905,924
23623044,B100F55,1075,1.47,1605,19720,85,286,826,825,874,904,923
23623045,B100F55,1075,1.47,1638,20250,85,285,822,825,874,904,923
23623046,B100F55,1075,1.47,1625,19940,85,285,825,825,875,905,926
23623047,B100F55,1075,1.47,1643,20330,85,286,827,825,874,904,924
23623048,B100F55,1075,1.47,1606,19740,85,287,823,825,874,904,923
23623049,B100F55,1075,1.47,1649,20420,85,285,826,825,875,905,925
23623050,B100F55,1000,1.49,636,7280,83,286,841,825,873,903,921
23623051,B100F55,1000,1.49,1010,11770,81,287,854,825,873,903,921
23623052,B100F55,1000,1.49,1590,18390,75,285,838,825,870,900,915
23623053,B105F55,950,1.19,2028,18040,95,281,827,826,870,900,915
